x	y	r	P( r )	I	SINR	SINRdB	SC	Throughput
0.65	-0.17	0.671863	2.13693e-008	6.63322e-009	3.22154	5.08064	9.64679	7.9872
-0.34	-0.09	0.35171	2.3434e-007	4.44968e-009	52.664	17.2151	26.6773	19.968
-0.13	-0.66	0.672681	2.12733e-008	6.73036e-009	3.16078	4.99795	9.54968	7.9872
-0.78	0.09	0.785175	1.20048e-008	7.78754e-009	1.54153	1.87951	6.24787	5.3248
-0.42	0.39	0.573149	3.84715e-008	5.70766e-009	6.74029	8.28679	13.7075	11.9808
-0.02	-0.7	0.700286	1.83321e-008	7.24875e-009	2.52898	4.02946	8.44653	7.9872
0.17	0.66	0.681542	2.02678e-008	6.7655e-009	2.99574	4.76504	9.27858	7.9872
-0.27	-0.07	0.278927	5.52609e-007	4.21771e-009	131.02	21.1734	32.7071	19.968
-0.07	-0.22	0.230868	1.11246e-006	4.09978e-009	271.344	24.3352	37.5574	19.968
0.15	0.7	0.715891	1.68965e-008	7.27689e-009	2.32193	3.65848	8.04152	7.9872
0.5	-0.1	0.509902	5.92965e-008	5.22222e-009	11.3546	10.5517	16.8395	15.964
-0.62	0.54	0.822192	1.01235e-008	9.25756e-009	1.09353	0.388304	4.94899	3.9936
-0.62	0.16	0.640312	2.55317e-008	6.29286e-009	4.05723	6.08229	10.8566	10.6496
0.43	0.39	0.580517	3.66957e-008	5.77431e-009	6.35494	8.03111	13.3655	11.9808
-0.25	0.46	0.523546	5.37772e-008	5.28634e-009	10.1728	10.0744	16.166	15.964
0.56	-0.35	0.660379	2.2777e-008	6.69052e-009	3.40434	5.32033	9.93073	7.9872
0.64	-0.62	0.891067	7.5173e-009	1.06362e-008	0.706765	-1.50725	3.58087	2.6624
0.36	-0.77	0.85	8.95117e-009	8.62703e-009	1.03757	0.16017	4.76751	3.9936
0.54	0.33	0.632851	2.66634e-008	6.36121e-009	4.19154	6.22373	11.0322	10.6496
-0.6	0.42	0.732393	1.55302e-008	7.73103e-009	2.0088	3.02936	7.37837	5.3248
0.21	-0.63	0.664078	2.2311e-008	6.48755e-009	3.43903	5.36436	9.98327	7.9872
-0.63	-0.62	0.883912	7.74492e-009	1.0377e-008	0.746355	-1.27055	3.73447	2.6624
-0.32	-0.25	0.406079	1.3768e-007	4.67638e-009	29.4414	14.6896	22.8798	19.968
0.19	-0.64	0.667608	2.18777e-008	6.56148e-009	3.33424	5.22997	9.82326	7.9872
-0.62	-0.25	0.668506	2.17691e-008	6.73381e-009	3.23279	5.09578	9.66461	7.9872
-0.64	0.36	0.734302	1.53813e-008	7.81463e-009	1.96826	2.94082	7.28751	5.3248
-0.59	0.18	0.616847	2.93139e-008	6.09528e-009	4.80925	6.82077	11.7852	10.6496
-0.38	0.5	0.628013	2.74313e-008	6.08544e-009	4.50767	6.53952	11.4281	10.6496
-0.84	-0.15	0.853288	8.82423e-009	9.06193e-009	0.973765	-0.115459	4.55441	3.9936
-0.73	0.15	0.745252	1.45616e-008	7.45437e-009	1.95342	2.90796	7.25394	5.3248
0.89	-0.01	0.890056	7.54893e-009	9.07673e-009	0.831676	-0.800456	4.05398	3.9936
-0.57	-0.21	0.607454	3.10264e-008	6.03926e-009	5.13742	7.10745	12.1533	11.9808
-0.15	0.26	0.300167	4.21201e-007	4.27725e-009	98.4738	19.9332	30.8111	19.968
0.13	-0.31	0.336155	2.77035e-007	4.39254e-009	63.0689	17.9981	27.8643	19.968
-0.45	0.11	0.463249	8.45698e-008	4.95361e-009	17.0722	12.3229	19.3872	15.964
-0.53	-0.54	0.756637	1.37672e-008	7.74337e-009	1.77792	2.49913	6.84361	5.3248
-0.34	-0.15	0.371618	1.91149e-007	4.52927e-009	42.2027	16.2534	25.2249	19.968
0.47	-0.86	0.980051	5.28579e-009	1.05224e-008	0.502336	-2.99006	2.72632	2.6624
-0.37	-0.48	0.606053	3.12926e-008	5.90186e-009	5.30212	7.2445	12.3307	11.9808
0.15	0.03	0.152971	5.1013e-006	3.96122e-009	1287.8	31.0985	47.9691	19.968
0.46	-0.67	0.812712	1.05673e-008	8.07977e-009	1.30787	1.16564	5.60189	5.3248
-0.52	0.08	0.526118	5.28108e-008	5.31795e-009	9.93059	9.96975	16.0192	15.964
-0.33	0.72	0.792023	1.16252e-008	7.83479e-009	1.48379	1.71371	6.09394	5.3248
0.16	0.71	0.727805	1.58955e-008	7.42905e-009	2.13963	3.30339	7.66348	5.3248
-0.84	-0.07	0.842912	9.23287e-009	8.5144e-009	1.08438	0.351805	4.91965	3.9936
0.8	0.2	0.824621	1.00136e-008	8.88513e-009	1.127	0.519231	5.05523	3.9936
-0.36	-0.4	0.538145	4.85739e-008	5.41212e-009	8.97495	9.53032	15.4064	11.9808
-0.29	0.58	0.64846	2.43648e-008	6.23704e-009	3.90645	5.91782	10.6539	10.6496
-0.53	-0.79	0.951315	5.90106e-009	1.01912e-008	0.579035	-2.37295	3.05985	2.6624
0.4	0.29	0.494065	6.66392e-008	5.15711e-009	12.9217	11.1132	17.6394	15.964
-0.2	0.81	0.834326	9.58931e-009	9.27702e-009	1.03366	0.143771	4.75465	3.9936
-0.26	0.44	0.511077	5.87935e-008	5.20876e-009	11.2873	10.5259	16.803	15.964
0.08	-0.61	0.615224	2.96011e-008	6.13682e-009	4.82349	6.83362	11.8016	10.6496
0.06	-0.28	0.286356	5.01389e-007	4.23864e-009	118.289	20.7294	32.0279	19.968
-0.6	-0.06	0.602993	3.18842e-008	5.86413e-009	5.43712	7.35369	12.4726	11.9808
0.17	0.58	0.604401	3.16103e-008	5.94381e-009	5.31815	7.2576	12.3477	11.9808
-0.23	0.28	0.362353	2.09865e-007	4.48745e-009	46.7667	16.6994	25.8975	19.968
-0.42	-0.24	0.483735	7.20578e-008	5.09663e-009	14.1382	11.5039	18.2006	15.964
-0.61	0.01	0.610082	3.05347e-008	5.90402e-009	5.17182	7.13643	12.1907	11.9808
0.48	-0.85	0.976166	5.36405e-009	1.04365e-008	0.513967	-2.89065	2.77798	2.6624
-0.65	-0.29	0.711758	1.72623e-008	7.37471e-009	2.34073	3.69352	8.07934	7.9872
-0.08	-0.02	0.0824621	5.01867e-005	3.88668e-009	12912.4	41.1101	63.4055	19.968
0.16	0.45	0.477598	7.55437e-008	5.02688e-009	15.0278	11.769	18.5831	15.964
0.28	-0.76	0.809938	1.07018e-008	8.30492e-009	1.28861	1.1012	5.54575	5.3248
0.66	-0.28	0.716938	1.68054e-008	7.43367e-009	2.2607	3.54243	7.91691	5.3248
-0.27	0.22	0.348281	2.4299e-007	4.43898e-009	54.7395	17.383	26.9315	19.968
-0.3	0.42	0.51614	5.66881e-008	5.24554e-009	10.8068	10.337	16.5358	15.964
-0.69	0.22	0.724224	1.61883e-008	7.38993e-009	2.19057	3.40558	7.77129	5.3248
0.09	0.38	0.390512	1.59104e-007	4.60419e-009	34.5561	15.3852	23.9201	19.968
0.72	-0.25	0.762168	1.34012e-008	8.06012e-009	1.66264	2.20799	6.5597	5.3248
0.77	0.21	0.798123	1.12998e-008	8.48221e-009	1.33217	1.24561	5.67206	5.3248
-0.02	0.16	0.161245	4.19787e-006	3.97308e-009	1056.57	30.239	46.6446	19.968
0.68	-0.01	0.680074	2.04302e-008	6.51909e-009	3.13389	4.96084	9.50625	7.9872
0.23	-0.07	0.240416	9.57555e-007	4.12126e-009	232.343	23.6613	36.5221	19.968
0.55	-0.07	0.554437	4.34989e-008	5.50503e-009	7.90161	8.97715	14.6439	11.9808
-0.06	-0.48	0.483735	7.20578e-008	5.09031e-009	14.1558	11.5093	18.2083	15.964
0.34	-0.75	0.823468	1.00655e-008	8.27381e-009	1.21655	0.851289	5.33146	5.3248
0.31	-0.8	0.857963	8.64763e-009	9.02495e-009	0.958187	-0.185499	4.50133	3.9936
0.7	0.38	0.796492	1.13857e-008	9.10438e-009	1.25056	0.971062	5.43348	5.3248
-0.69	-0.01	0.690072	1.93562e-008	6.61609e-009	2.92561	4.66216	9.15997	7.9872
0.54	-0.69	0.876185	8.00066e-009	9.27254e-009	0.86283	-0.640748	4.16695	3.9936
0.65	-0.03	0.650692	2.4057e-008	6.25292e-009	3.84729	5.85155	10.5726	7.9872
0.03	0.65	0.650692	2.4057e-008	6.56695e-009	3.66332	5.63875	10.3134	7.9872
-0.62	-0.34	0.707107	1.76862e-008	7.35609e-009	2.40429	3.80986	8.20557	7.9872
-0.11	0.79	0.797621	1.13261e-008	8.91286e-009	1.27076	1.04063	5.49331	5.3248
-0.09	0.49	0.498197	6.4617e-008	5.17376e-009	12.4893	10.9654	17.4281	15.964
0.11	-0.76	0.767919	1.30335e-008	8.28299e-009	1.57352	1.96873	6.33167	5.3248
0.74	0.4	0.84119	9.30299e-009	1.03157e-008	0.901828	-0.448762	4.30573	3.9936
-0.48	-0.76	0.898888	7.27812e-009	9.24514e-009	0.787234	-1.03896	3.88945	2.6624
0.14	-0.42	0.442719	1.00013e-007	4.84221e-009	20.6542	13.1501	20.5984	19.968
0.68	-0.22	0.714703	1.70007e-008	7.26072e-009	2.34145	3.69484	8.08076	7.9872
0.18	0.81	0.829759	9.78606e-009	9.30177e-009	1.05206	0.220405	4.81498	3.9936
0.35	0.21	0.408167	1.35093e-007	4.68862e-009	28.8126	14.5958	22.74	19.968
0.76	0.2	0.785875	1.19652e-008	8.2316e-009	1.45357	1.62435	6.01195	5.3248
-0.45	-0.3	0.540833	4.76867e-008	5.491e-009	8.68445	9.38742	15.2085	11.9808
0.21	-0.27	0.342053	2.59768e-007	4.41309e-009	58.8626	17.6984	27.4095	19.968
0.58	-0.72	0.924554	6.55814e-009	1.02985e-008	0.636804	-1.95994	3.30052	2.6624
0.07	0.54	0.544518	4.65034e-008	5.50899e-009	8.4413	9.26409	15.0381	11.9808
0.37	0.27	0.458039	8.8184e-008	4.94106e-009	17.847	12.5157	19.6684	15.964
-0.57	-0.09	0.577062	3.75153e-008	5.68031e-009	6.6044	8.19833	13.5889	11.9808
-0.87	-0.14	0.881192	7.83373e-009	9.47619e-009	0.826672	-0.82667	4.03565	3.9936
-0.02	0.3	0.300666	4.18619e-007	4.2811e-009	97.7821	19.9026	30.7644	19.968
0.08	-0.65	0.654905	2.34894e-008	6.58066e-009	3.56943	5.52599	10.1772	7.9872
-0.19	-0.56	0.591354	3.42683e-008	5.8103e-009	5.89782	7.70692	12.9357	11.9808
-0.29	-0.54	0.612944	3.00105e-008	5.92837e-009	5.06216	7.04336	12.0706	11.9808
-0.06	-0.42	0.424264	1.17078e-007	4.76236e-009	24.5839	13.9065	21.7154	19.968
-0.44	-0.01	0.440114	1.02221e-007	4.82077e-009	21.2041	13.2642	20.7664	19.968
-0.53	-0.3	0.609016	3.0733e-008	6.10518e-009	5.03389	7.01903	12.0393	11.9808
-0.58	-0.25	0.631585	2.68616e-008	6.31653e-009	4.25256	6.2865	11.1104	10.6496
0	0.15	0.15	5.4852e-006	3.95716e-009	1386.13	31.418	48.4616	19.968
0.83	-0.08	0.833847	9.60974e-009	8.41787e-009	1.14158	0.575074	5.101	3.9936
-0.68	0.54	0.868332	8.27167e-009	1.07314e-008	0.770789	-1.13065	3.82754	2.6624
-0.61	-0.62	0.86977	8.22117e-009	9.90012e-009	0.830407	-0.807088	4.04934	3.9936
-0.21	0.79	0.817435	1.03432e-008	8.83696e-009	1.17044	0.683482	5.19065	3.9936
0.2	-0.71	0.737631	1.5126e-008	7.45541e-009	2.02885	3.0725	7.42287	5.3248
-0.09	-0.39	0.40025	1.45246e-007	4.64669e-009	31.2577	14.9496	23.268	19.968
0.76	0.39	0.854225	8.78846e-009	1.06907e-008	0.822064	-0.850945	4.01873	3.9936
-0.04	0.48	0.481664	7.32112e-008	5.08097e-009	14.4088	11.5863	18.3192	15.964
0.46	-0.19	0.497695	6.48585e-008	5.17741e-009	12.5271	10.9785	17.4468	15.964
-0.13	0.64	0.65307	2.37345e-008	6.49415e-009	3.65473	5.62855	10.3011	7.9872
0.88	0.15	0.892693	7.46677e-009	9.76131e-009	0.764933	-1.16377	3.80535	2.6624
-0.04	-0.52	0.521536	5.45478e-008	5.34601e-009	10.2034	10.0874	16.1844	15.964
0.51	0.83	0.974166	5.4049e-009	1.04319e-008	0.518113	-2.85575	2.7963	2.6624
-0.18	0.32	0.367151	1.99896e-007	4.5039e-009	44.3824	16.4721	25.5546	19.968
0.27	-0.73	0.778332	1.24e-008	7.82939e-009	1.58376	1.99691	6.35828	5.3248
0.72	-0.19	0.744648	1.46054e-008	7.57802e-009	1.92732	2.84954	7.19449	5.3248
0.46	0.25	0.523546	5.37772e-008	5.36411e-009	10.0253	10.011	16.077	15.964
-0.7	-0.3	0.761577	1.34397e-008	8.21514e-009	1.63596	2.13771	6.49223	5.3248
0.6	0.44	0.744043	1.46493e-008	7.90643e-009	1.85283	2.67835	7.02182	5.3248
-0.08	0.35	0.359026	2.17151e-007	4.47778e-009	48.4949	16.857	26.1356	19.968
-0.05	-0.59	0.592115	3.41058e-008	5.92662e-009	5.75464	7.60018	12.7952	11.9808
0.83	0.21	0.856154	8.71541e-009	9.5505e-009	0.912557	-0.397401	4.3434	3.9936
0.16	-0.48	0.505964	6.1022e-008	5.1983e-009	11.7387	10.6962	17.0446	15.964
-0.45	0.41	0.608769	3.0779e-008	6.02616e-009	5.10754	7.08211	12.1206	11.9808
0.87	0.09	0.874643	8.05298e-009	9.06654e-009	0.888205	-0.514869	4.25757	3.9936
0.12	-0.26	0.286356	5.01389e-007	4.23758e-009	118.318	20.7305	32.0295	19.968
-0.38	-0.02	0.380526	1.75109e-007	4.55648e-009	38.4304	15.8467	24.6129	19.968
0.28	-0.41	0.496488	6.54438e-008	5.12476e-009	12.77	11.0619	17.5661	15.964
0.25	0.32	0.406079	1.3768e-007	4.66581e-009	29.5081	14.6994	22.8945	19.968
-0.39	0.48	0.618466	2.9031e-008	6.01983e-009	4.82253	6.83275	11.8005	10.6496
0.08	-0.65	0.654905	2.34894e-008	6.58066e-009	3.56943	5.52599	10.1772	7.9872
0.59	-0.61	0.848646	9.00413e-009	9.37183e-009	0.960761	-0.173845	4.51014	3.9936
0.71	-0.16	0.727805	1.58955e-008	7.26245e-009	2.18871	3.40189	7.76738	5.3248
-0.8	0	0.8	1.1202e-008	7.84184e-009	1.42849	1.54877	5.94313	5.3248
0.5	0.5	0.707107	1.76862e-008	7.06781e-009	2.50235	3.98348	8.39579	7.9872
-0.23	0.15	0.274591	5.85589e-007	4.20669e-009	139.203	21.4365	33.1099	19.968
0.54	0.71	0.89202	7.48762e-009	9.47533e-009	0.790219	-1.02253	3.90063	2.6624
0.36	0.65	0.743034	1.4723e-008	7.17091e-009	2.05315	3.1242	7.47638	5.3248
0.06	-0.3	0.305941	3.92527e-007	4.29645e-009	91.36	19.6076	30.3141	19.968
0.54	-0.45	0.702922	1.80789e-008	7.15761e-009	2.52582	4.02402	8.44052	7.9872
0.53	-0.29	0.604152	3.16583e-008	6.05494e-009	5.22849	7.18376	12.252	11.9808
0.41	-0.41	0.579828	3.68574e-008	5.74646e-009	6.41389	8.07121	13.4189	11.9808
-0.68	-0.55	0.874586	8.05492e-009	1.08686e-008	0.741113	-1.30115	3.71433	2.6624
-0.7	0.4	0.806226	1.08853e-008	9.35455e-009	1.16363	0.658158	5.16961	3.9936
0.19	0.02	0.19105	2.24124e-006	4.0212e-009	557.351	27.4613	42.3662	19.968
0.4	0.07	0.406079	1.3768e-007	4.66709e-009	29.5	14.6982	22.8927	19.968
-0.09	-0.55	0.557315	4.26734e-008	5.60126e-009	7.61849	8.81869	14.4274	11.9808
0.48	0.39	0.618466	2.9031e-008	6.15484e-009	4.71674	6.73642	11.6777	10.6496
-0.29	-0.44	0.526972	5.24946e-008	5.31012e-009	9.88569	9.95007	15.9917	15.964
0.03	0.09	0.0948683	2.98801e-005	3.89646e-009	7668.43	38.8471	59.9156	19.968
0.13	0.58	0.59439	3.36252e-008	5.89151e-009	5.70735	7.56435	12.7481	11.9808
0.28	-0.84	0.885438	7.69565e-009	9.85783e-009	0.780661	-1.07538	3.86477	2.6624
0.28	-0.75	0.800562	1.1173e-008	8.14576e-009	1.37162	1.37235	5.78442	5.3248
-0.6	-0.4	0.72111	1.64484e-008	7.56169e-009	2.17522	3.37503	7.73897	5.3248
0.6	0.37	0.704911	1.78909e-008	7.31987e-009	2.44415	3.88127	8.28353	7.9872
-0.5	0.37	0.622013	2.84232e-008	6.21518e-009	4.57316	6.60216	11.5073	10.6496
-0.01	-0.65	0.650077	2.41413e-008	6.56504e-009	3.67723	5.65521	10.3334	7.9872
-0.19	0.37	0.415933	1.25993e-007	4.70738e-009	26.7646	14.2756	22.2633	19.968
0.22	-0.43	0.483011	7.24582e-008	5.04616e-009	14.359	11.5712	18.2975	15.964
-0.15	-0.65	0.667083	2.19414e-008	6.62688e-009	3.31095	5.19952	9.78717	7.9872
0.31	0.13	0.336155	2.77035e-007	4.39609e-009	63.0179	17.9946	27.859	19.968
-0.86	-0.16	0.874757	8.04908e-009	9.5105e-009	0.846333	-0.724586	4.10736	3.9936
0.21	-0.36	0.416773	1.25055e-007	4.71079e-009	26.5462	14.24	22.2104	19.968
-0.44	0.1	0.451221	9.32161e-008	4.88769e-009	19.0715	12.8038	20.09	19.968
0.77	0.24	0.806536	1.08698e-008	8.79292e-009	1.2362	0.920874	5.39057	5.3248
0.55	0.03	0.550818	4.45658e-008	5.46755e-009	8.15089	9.11205	14.8289	11.9808
0.34	-0.58	0.672309	2.13169e-008	6.44475e-009	3.30762	5.19515	9.78199	7.9872
-0.71	0.21	0.740405	1.49174e-008	7.58572e-009	1.9665	2.93694	7.28354	5.3248
-0.01	-0.3	0.300167	4.21201e-007	4.27966e-009	98.4183	19.9308	30.8074	19.968
0.28	-0.28	0.39598	1.51126e-007	4.62655e-009	32.6647	15.1408	23.554	19.968
0.56	-0.33	0.65	2.41519e-008	6.56457e-009	3.6791	5.65742	10.3361	7.9872
-0.15	-0.03	0.152971	5.1013e-006	3.96122e-009	1287.8	31.0985	47.9691	19.968
-0.32	-0.61	0.68884	1.94847e-008	6.60996e-009	2.94775	4.69491	9.19765	7.9872
-0.02	-0.43	0.430465	1.10958e-007	4.79652e-009	23.1329	13.6423	21.3243	19.968
-0.74	0.38	0.831865	9.69469e-009	1.00107e-008	0.968432	-0.13931	4.53629	3.9936
0.1	-0.15	0.180278	2.77809e-006	4.00277e-009	694.035	28.4138	43.8329	19.968
0.34	0.73	0.805295	1.09319e-008	7.999e-009	1.36665	1.35659	5.77037	5.3248
-0.32	-0.71	0.778781	1.23735e-008	7.67489e-009	1.6122	2.07419	6.43159	5.3248
-0.31	0.84	0.895377	7.38428e-009	9.82406e-009	0.751649	-1.23985	3.75474	2.6624
0.42	0.53	0.67624	2.08621e-008	6.55682e-009	3.18172	5.02662	9.58331	7.9872
-0.35	0.17	0.389102	1.61249e-007	4.60264e-009	35.0338	15.4449	24.0095	19.968
0.46	-0.75	0.87983	7.87872e-009	8.93905e-009	0.881378	-0.548379	4.23331	3.9936
-0.25	-0.28	0.375366	1.84181e-007	4.53897e-009	40.5773	16.0828	24.968	19.968
-0.42	0.27	0.4993	6.40905e-008	5.19529e-009	12.3362	10.9118	17.3516	15.964
-0.95	0.07	0.952575	5.87222e-009	1.02455e-008	0.573148	-2.41733	3.03483	2.6624
-0.44	0.78	0.895545	7.37917e-009	9.1578e-009	0.805776	-0.937854	3.95859	2.6624
-0.46	-0.81	0.931504	6.37891e-009	9.70905e-009	0.657003	-1.82432	3.38268	2.6624
-0.39	0.34	0.517397	5.61798e-008	5.29843e-009	10.603	10.2543	16.4191	15.964
0.37	0.2	0.420595	1.20902e-007	4.74774e-009	25.465	14.0594	21.9422	19.968
0.62	0.49	0.790253	1.17218e-008	8.73174e-009	1.34243	1.27892	5.70146	5.3248
-0.54	-0.73	0.90802	7.01096e-009	9.68266e-009	0.724071	-1.40219	3.64845	2.6624
-0.26	0.59	0.644748	2.48878e-008	6.22522e-009	3.99788	6.0183	10.7775	10.6496
0.26	-0.32	0.412311	1.30137e-007	4.69437e-009	27.7216	14.4282	22.4903	19.968
0.46	-0.71	0.845991	9.10915e-009	8.48919e-009	1.07302	0.306096	4.88307	3.9936
0.29	-0.46	0.543783	4.67364e-008	5.41857e-009	8.62516	9.35767	15.1673	11.9808
0.46	0.04	0.461736	8.56e-008	4.93236e-009	17.3547	12.3942	19.4911	15.964
-0.52	-0.45	0.687677	1.96068e-008	6.92532e-009	2.83116	4.51964	8.99684	7.9872
0.15	0.3	0.33541	2.79317e-007	4.38949e-009	63.6326	18.0368	27.923	19.968
0.5	-0.74	0.893085	7.45465e-009	9.23808e-009	0.806945	-0.931559	3.96292	2.6624
0.23	0.47	0.523259	5.38863e-008	5.28732e-009	10.1915	10.0824	16.1773	15.964
0.59	-0.51	0.779872	1.23096e-008	8.38647e-009	1.46779	1.66663	6.05065	5.3248
-0.61	0.66	0.898721	7.28312e-009	1.03301e-008	0.705038	-1.51787	3.57409	2.6624
0.43	0.3	0.524309	5.34881e-008	5.36499e-009	9.96976	9.98685	16.0432	15.964
0.59	0.56	0.813449	1.05319e-008	8.87008e-009	1.18735	0.745776	5.24263	3.9936
0.55	0.13	0.565155	4.05238e-008	5.61719e-009	7.21421	8.58189	14.1056	11.9808
0.53	0.64	0.830963	9.73368e-009	8.63346e-009	1.12743	0.520905	5.0566	3.9936
-0.47	0.39	0.610737	3.04137e-008	6.07202e-009	5.00879	6.99733	12.0114	11.9808
0.46	-0.67	0.812712	1.05673e-008	8.07977e-009	1.30787	1.16564	5.60189	5.3248
-0.52	0	0.52	5.51465e-008	5.26364e-009	10.4768	10.2023	16.3459	15.964
0.13	0.56	0.574891	3.8042e-008	5.72063e-009	6.64992	8.22816	13.6288	11.9808
-0.05	0.32	0.323883	3.17904e-007	4.35408e-009	73.0122	18.634	28.8307	19.968
0.67	-0.19	0.696419	1.87115e-008	6.95495e-009	2.69036	4.29811	8.74604	7.9872
-0.21	-0.64	0.673573	2.11694e-008	6.59324e-009	3.21075	5.06606	9.62964	7.9872
0.66	0.44	0.793221	1.15603e-008	8.98451e-009	1.28669	1.09475	5.54015	5.3248
0.49	-0.86	0.989798	5.09575e-009	1.06632e-008	0.477881	-3.2068	2.61639	1.3312
-0.17	-0.84	0.85703	8.68251e-009	1.00767e-008	0.861635	-0.646766	4.16265	3.9936
0.03	0.06	0.067082	0.000107718	3.87648e-009	27787.2	44.4384	68.5387	19.968
-0.81	0.07	0.813019	1.05525e-008	8.10047e-009	1.3027	1.14845	5.58688	5.3248
-0.27	-0.6	0.657951	2.30894e-008	6.34264e-009	3.64033	5.6114	10.2803	7.9872
-0.61	0.34	0.698355	1.85203e-008	7.22231e-009	2.5643	4.08969	8.51323	7.9872
0.67	0.52	0.848116	9.02498e-009	1.01925e-008	0.885452	-0.528349	4.2478	3.9936
0.53	0.74	0.91022	6.94847e-009	9.63628e-009	0.72107	-1.42022	3.63678	2.6624
-0.1	0.61	0.618142	2.90872e-008	6.14939e-009	4.73007	6.74868	11.6933	10.6496
-0.01	0.68	0.680074	2.04302e-008	6.95677e-009	2.93672	4.67863	9.17891	7.9872
0.64	0	0.64	2.55779e-008	6.15292e-009	4.157	6.1878	10.9875	10.6496
-0.34	-0.34	0.480833	7.36805e-008	5.05578e-009	14.5734	11.6356	18.3904	15.964
0.25	-0.65	0.696419	1.87115e-008	6.78119e-009	2.7593	4.40799	8.87001	7.9872
-0.59	0.37	0.696419	1.87115e-008	7.18789e-009	2.60318	4.15504	8.5859	7.9872
-0.02	-0.42	0.420476	1.21029e-007	4.7469e-009	25.4961	14.0647	21.9501	19.968
-0.29	0.43	0.518652	5.56786e-008	5.25843e-009	10.5884	10.2483	16.4107	15.964
0.25	0.32	0.406079	1.3768e-007	4.66581e-009	29.5081	14.6994	22.8945	19.968
-0.37	-0.09	0.380789	1.74662e-007	4.56183e-009	38.2875	15.8306	24.5886	19.968
-0.9	-0.06	0.901998	7.18571e-009	9.36587e-009	0.76722	-1.1508	3.81402	2.6624
-0.26	-0.75	0.793788	1.15298e-008	8.12177e-009	1.41961	1.52169	5.9186	5.3248
0.72	0.23	0.755844	1.38207e-008	7.88489e-009	1.75281	2.43734	6.78276	5.3248
0.33	0.26	0.420119	1.21409e-007	4.74214e-009	25.602	14.0827	21.9768	19.968
0.36	0.2	0.411825	1.30705e-007	4.70576e-009	27.7753	14.4366	22.5028	19.968
0.69	-0.06	0.692604	1.90957e-008	6.6722e-009	2.86197	4.56664	9.05048	7.9872
-0.8	0.15	0.813941	1.05084e-008	8.42538e-009	1.24722	0.959445	5.42353	5.3248
-0.2	-0.33	0.385876	1.66293e-007	4.5779e-009	36.325	15.6021	24.2453	19.968
-0.57	-0.07	0.574282	3.81915e-008	5.6482e-009	6.76165	8.30053	13.726	11.9808
-0.31	-0.69	0.756439	1.37805e-008	7.39822e-009	1.86267	2.70137	7.0449	5.3248
-0.14	-0.09	0.166433	3.73373e-006	3.98085e-009	937.913	29.7216	45.8475	19.968
-0.16	-0.03	0.162788	4.05252e-006	3.97532e-009	1019.41	30.0835	46.405	19.968
0.08	-0.34	0.349285	2.40417e-007	4.44144e-009	54.1298	17.3344	26.8578	19.968
-0.64	-0.61	0.884138	7.73759e-009	1.05187e-008	0.735604	-1.33356	3.6931	2.6624
0.81	-0.27	0.853815	8.80408e-009	9.9789e-009	0.882266	-0.544003	4.23647	3.9936
0.28	0.62	0.680294	2.04057e-008	6.55754e-009	3.11178	4.93009	9.47033	7.9872
0.2	0.25	0.320156	3.31811e-007	4.33962e-009	76.4601	18.8344	29.1357	19.968
0.67	0.22	0.705195	1.78643e-008	7.13551e-009	2.50356	3.98558	8.39811	7.9872
-0.65	-0.36	0.743034	1.4723e-008	7.97258e-009	1.8467	2.66396	7.00742	5.3248
0.81	0.24	0.844808	9.15643e-009	9.54984e-009	0.9588	-0.18272	4.50343	3.9936
0.51	-0.01	0.510098	5.92122e-008	5.20299e-009	11.3803	10.5616	16.8535	15.964
-0.71	0.44	0.835284	9.54867e-009	1.01355e-008	0.942097	-0.259044	4.44607	3.9936
0.81	0.19	0.831986	9.6895e-009	8.95253e-009	1.08231	0.343537	4.91302	3.9936
0.8	-0.16	0.815843	1.0418e-008	8.50648e-009	1.22471	0.880337	5.35608	5.3248
0.53	0.26	0.590339	3.4487e-008	5.91379e-009	5.83158	7.65786	12.871	11.9808
-0.25	-0.33	0.414005	1.28177e-007	4.70069e-009	27.2675	14.3565	22.3835	19.968
-0.15	0.57	0.589406	3.46892e-008	5.82896e-009	5.95115	7.74601	12.9872	11.9808
0.51	0.46	0.686804	1.96992e-008	6.88676e-009	2.86043	4.56431	9.04782	7.9872
0.47	-0.43	0.637024	2.60227e-008	6.30511e-009	4.12722	6.15657	10.9487	10.6496
-0.28	-0.13	0.308707	3.79672e-007	4.3057e-009	88.1781	19.4536	30.0793	19.968
-0.55	0.51	0.750067	1.42187e-008	7.76544e-009	1.83102	2.62692	6.97041	5.3248
0.29	0.36	0.462277	8.52298e-008	4.93996e-009	17.253	12.3686	19.4539	15.964
-0.35	-0.44	0.562228	4.131e-008	5.56667e-009	7.4209	8.70456	14.272	11.9808
-0.46	0.21	0.505668	6.11545e-008	5.23406e-009	11.6838	10.6759	17.0157	15.964
-0.52	0.06	0.52345	5.38135e-008	5.2942e-009	10.1645	10.0709	16.1611	15.964
0.44	0.23	0.496488	6.54438e-008	5.1771e-009	12.6409	11.0178	17.503	15.964
-0.59	0.12	0.60208	3.20634e-008	5.9021e-009	5.43251	7.35001	12.4678	11.9808
-0.95	-0.08	0.953362	5.8543e-009	1.03204e-008	0.567254	-2.46223	3.00968	2.6624
0.69	0.07	0.693542	1.90004e-008	6.69305e-009	2.8388	4.53135	9.01019	7.9872
